ensembl_transcript_id	chrom	start	end	gene_symbol
ENST00000680790	12	40367763	40367765	LRRK2
ENST00000680792	20	438586	438588	TBC1D20
ENST00000680794	6	73471477	73471479	MTO1
ENST00000680795	13	36995521	36995523	ALG5
ENST00000680797	11	78121074	78121076	ALG8
ENST00000680798	1	75734817	75734819	ACADM
ENST00000680801	21	14108993	14108995	LIPI
ENST00000680803	19	15397752	15397754	AKAP8L
ENST00000680804	X	68412963	68412965	OPHN1
ENST00000680805	1	75762761	75762763	ACADM
ENST00000680806	19	36075097	36075099	WDR62
ENST00000680808	14	102027435	102027437	DYNC1H1
ENST00000680809	10	89307373	89307375	IFIT2
ENST00000680810	2	130156086	130156088	SMPD4
ENST00000680811	20	36255743	36255745	AAR2
ENST00000680812	5	179728596	179728598	CANX
ENST00000680814	2	201701132	201701134	ALS2
ENST00000680816	19	12943557	12943559	CALR
ENST00000680817	3	12532719	12532721	TSEN2
ENST00000680820	1	109625685	109625687	AMPD2
ENST00000680821	17	76274079	76274081	QRICH2
ENST00000680822	18	34884743	34884745	DTNA
ENST00000680823	7	106251083	106251085	NAMPT
ENST00000680825	11	73297503	73297505	P2RY6
ENST00000680826	6	135456241	135456243	AHI1
ENST00000680827	5	179728642	179728644	CANX
ENST00000680828	2	201733428	201733430	ALS2
ENST00000680829	11	78102894	78102896	ALG8
ENST00000680830	17	20204387	20204389	SPECC1
ENST00000680831	X	40052109	40052111	BCOR
ENST00000680832	1	109625685	109625687	AMPD2
ENST00000680833	6	73424269	73424271	CGAS
ENST00000680835	5	36680491	36680493	SLC1A3
ENST00000680837	5	179710021	179710023	CANX
ENST00000680839	11	74139764	74139766	C2CD3
ENST00000680840	6	135346767	135346769	AHI1
ENST00000680841	6	73462140	73462142	MTO1
ENST00000680842	11	76957491	76957493	ACER3
ENST00000680843	3	179781784	179781786	USP13
ENST00000680843	3	179781784	179781786	USP13
ENST00000680844	1	75732743	75732745	ACADM
ENST00000680846	17	81855560	81855562	P4HB
ENST00000680847	17	81853359	81853361	P4HB
ENST00000680849	14	96881206	96881208	VRK1
ENST00000680850	1	228378793	228378795	OBSCN
ENST00000680851	14	96881294	96881296	VRK1
ENST00000680852	6	13601032	13601034	SIRT5
ENST00000680853	3	179745044	179745046	USP13
ENST00000680854	1	227780671	227780673	SNAP47
ENST00000680857	3	12539371	12539373	TSEN2
ENST00000680859	11	96358572	96358574	CCDC82
ENST00000680860	22	21695488	21695490	PPIL2
ENST00000680861	2	201701851	201701853	ALS2
ENST00000680862	21	41408231	41408233	MX2
ENST00000680863	6	157942836	157942838	SNX9
ENST00000680864	7	106263588	106263590	NAMPT
ENST00000680866	11	78106886	78106888	ALG8
ENST00000680871	20	48969257	48969259	ARFGEF2
ENST00000680872	17	627274	627276	VPS53
ENST00000680873	3	12506735	12506737	TSEN2
ENST00000680874	14	102036504	102036506	DYNC1H1
ENST00000680875	6	73481037	73481039	MTO1
ENST00000680877	7	152136832	152136834	KMT2C
ENST00000680879	20	58991373	58991375	CTSZ
ENST00000680880	20	58997044	58997046	CTSZ
ENST00000680884	17	81844012	81844014	P4HB
ENST00000680886	2	127865094	127865096	AMMECR1L
ENST00000680887	13	32398768	32398770	BRCA2
ENST00000680888	2	165874755	165874757	TTC21B
ENST00000680889	5	178254984	178254986	COL23A1
ENST00000680891	9	2639859	2639861	VLDLR
ENST00000680892	12	84861632	84861634	SLC6A15
ENST00000680893	2	177442447	177442449	AGPS
ENST00000680894	5	179728642	179728644	CANX
ENST00000680899	12	103942550	103942552	HSP90B1
ENST00000680902	6	73480699	73480701	MTO1
ENST00000680903	5	132483951	132483953	IRF1
ENST00000680905	3	179764017	179764019	USP13
ENST00000680908	5	36611581	36611583	SLC1A3
ENST00000680909	17	81860283	81860285	P4HB
ENST00000680911	20	438586	438588	TBC1D20
ENST00000680913	4	79907429	79907431	ANTXR2
ENST00000680914	17	81844012	81844014	P4HB
ENST00000680916	9	35059189	35059191	VCP
ENST00000680917	4	168297225	168297227	DDX60
ENST00000680918	X	120545444	120545445	CUL4B
ENST00000680918	X	120544203	120544203	CUL4B
ENST00000680919	12	112916558	112916560	OAS1
ENST00000680921	2	222941652	222941654	ACSL3
ENST00000680922	14	96856551	96856553	VRK1
ENST00000680923	3	12506735	12506737	TSEN2
ENST00000680924	9	136510793	136510795	NOTCH1
ENST00000680926	12	124800200	124800202	SCARB1
ENST00000680927	2	201716606	201716608	ALS2
ENST00000680928	4	26431005	26431007	RBPJ
ENST00000680929	1	109625685	109625687	AMPD2
ENST00000680931	1	150742225	150742227	CTSS
ENST00000680933	20	36255743	36255745	AAR2
ENST00000680934	12	112919551	112919553	OAS1
ENST00000680935	11	60308176	60308178	MS4A4A
ENST00000680936	1	111761033	111761035	DDX20
ENST00000680937	6	13584995	13584997	SIRT5
ENST00000680938	11	314950	314952	IFITM1
ENST00000680940	5	75360340	75360342	HMGCR
ENST00000680941	14	22843084	22843086	MMP14
ENST00000680942	21	41458756	41458758	MX1
ENST00000680943	3	12532719	12532721	TSEN2
ENST00000680945	20	41123295	41123297	TOP1
ENST00000680947	2	165933040	165933042	TTC21B
ENST00000680948	1	75732866	75732868	ACADM
ENST00000680949	13	36967736	36967738	ALG5
ENST00000680952	7	92110157	92110159	AKAP9
ENST00000680953	6	93260745	93260747	EPHA7
ENST00000680954	10	89307373	89307375	IFIT2
ENST00000680955	11	73297503	73297505	P2RY6
ENST00000680956	4	3240057	3240059	HTT
ENST00000680960	5	62398851	62398853	DIMT1
ENST00000680961	X	31180458	31180460	DMD
ENST00000680962	22	21686928	21686930	PPIL2
ENST00000680963	12	84861632	84861634	SLC6A15
ENST00000680964	1	75750851	75750853	ACADM
ENST00000680965	6	135428706	135428708	AHI1
ENST00000680966	12	112944590	112944592	OAS3
ENST00000680968	6	135490196	135490198	AHI1
ENST00000680970	17	670772	670774	VPS53
ENST00000680971	11	117289566	117289568	BACE1
ENST00000680972	12	113299777	113299779	SLC8B1
ENST00000680977	19	13930393	13930395	CC2D1A
ENST00000680978	22	40367616	40367618	ADSL
ENST00000680979	11	96353646	96353648	CCDC82
ENST00000680982	12	124862489	124862491	SCARB1
ENST00000680984	5	179728642	179728644	CANX
ENST00000680985	5	179710021	179710023	CANX
ENST00000680986	3	12532719	12532721	TSEN2
ENST00000680987	2	130158242	130158244	SMPD4
ENST00000680988	X	120571788	120571790	CUL4B
ENST00000680990	20	444363	444365	TBC1D20
ENST00000680991	7	106254313	106254315	NAMPT
ENST00000680992	1	227780671	227780673	SNAP47
ENST00000680993	14	96853103	96853105	VRK1
ENST00000680995	20	58995649	58995651	CTSZ
ENST00000680996	11	78106886	78106888	ALG8
ENST00000680999	17	75524410	75524412	TSEN54
ENST00000681001	1	161778682	161778684	ATF6
ENST00000681002	12	112967994	112967996	OAS3
ENST00000681004	11	76976297	76976299	ACER3
ENST00000681006	1	227768354	227768356	SNAP47
ENST00000681007	12	112961185	112961187	OAS3
ENST00000681009	2	222941652	222941654	ACSL3
ENST00000681010	14	102043676	102043678	DYNC1H1
ENST00000681011	20	58995649	58995651	CTSZ
ENST00000681012	6	13611906	13611908	SIRT5
ENST00000681013	3	94036655	94036657	ARL13B
ENST00000681014	11	96353646	96353648	CCDC82
ENST00000681016	13	36949942	36949944	ALG5
ENST00000681019	5	134536008	134536010	JADE2
ENST00000681020	17	81844916	81844918	P4HB
ENST00000681021	20	49032170	49032172	ARFGEF2
ENST00000681022	6	135285645	135285647	AHI1
ENST00000681024	2	165879828	165879830	TTC21B
ENST00000681025	4	26412952	26412954	RBPJ
ENST00000681026	X	31121833	31121835	DMD
ENST00000681028	2	177507995	177507997	AGPS
ENST00000681030	17	81860283	81860285	P4HB
ENST00000681031	17	81859322	81859324	P4HB
ENST00000681032	2	177442146	177442148	AGPS
ENST00000681034	7	103478478	103478480	RELN
ENST00000681036	1	161958652	161958654	ATF6
ENST00000681037	1	75742277	75742279	ACADM
ENST00000681038	19	42295189	42295191	CIC
ENST00000681039	21	41458756	41458758	MX1
ENST00000681040	9	129109182	129109184	CRAT
ENST00000681041	5	69553669	69553671	OCLN
ENST00000681042	3	12539232	12539234	TSEN2
ENST00000681043	13	36995425	36995425	ALG5
ENST00000681043	13	36993671	36993672	ALG5
ENST00000681046	1	226232501	226232503	LIN9
ENST00000681047	13	52019145	52019147	ALG11
ENST00000681050	17	519128	519130	VPS53
ENST00000681051	3	179730216	179730218	USP13
ENST00000681052	17	81510690	81510692	ACTG1
ENST00000681053	13	52028588	52028590	ALG11
ENST00000681054	1	156594082	156594084	NAXE
ENST00000681056	1	154584806	154584808	ADAR
ENST00000681060	7	99173708	99173710	KPNA7
ENST00000681061	14	96853103	96853105	VRK1
ENST00000681062	17	37056662	37056664	AATF
ENST00000681063	1	75750452	75750454	ACADM
ENST00000681065	18	34818020	34818022	DTNA
ENST00000681066	14	102041607	102041609	DYNC1H1
ENST00000681072	5	179728642	179728644	CANX
ENST00000681073	3	12529782	12529784	TSEN2
ENST00000681074	14	55352524	55352526	FBXO34
ENST00000681075	22	38078388	38078390	SLC16A8
ENST00000681076	5	179728642	179728644	CANX
ENST00000681077	14	96848469	96848471	VRK1
ENST00000681078	1	201048798	201048800	CACNA1S
ENST00000681079	7	22960400	22960402	HYCC1
ENST00000681080	X	120546602	120546604	CUL4B
ENST00000681082	7	152262881	152262883	KMT2C
ENST00000681083	2	165945687	165945689	TTC21B
ENST00000681085	12	112941924	112941926	OAS3
ENST00000681088	19	36101313	36101315	WDR62
ENST00000681090	X	120526761	120526763	CUL4B
ENST00000681092	17	81512070	81512072	ACTG1
ENST00000681093	4	26431005	26431007	RBPJ
ENST00000681094	6	73481037	73481039	MTO1
ENST00000681096	17	532827	532829	VPS53
ENST00000681097	3	15456548	15456550	COLQ
ENST00000681098	3	179764009	179764011	USP13
ENST00000681099	14	74663720	74663722	AREL1
ENST00000681100	10	62093028	62093030	ARID5B
ENST00000681101	14	96943552	96943554	VRK1
ENST00000681103	17	519128	519130	VPS53
ENST00000681103	17	519128	519130	VPS53
ENST00000681103	17	519128	519130	VPS53
ENST00000681104	22	38098348	38098350	BAIAP2L2
ENST00000681106	12	84861632	84861634	SLC6A15
ENST00000681107	11	62888164	62888166	SLC3A2
ENST00000681108	1	109625685	109625687	AMPD2
ENST00000681109	3	179710818	179710820	USP13
ENST00000681112	10	28535930	28535932	WAC
ENST00000681113	20	41084567	41084568	TOP1
ENST00000681113	20	41091578	41091578	TOP1
ENST00000681115	4	79907429	79907431	ANTXR2
ENST00000681116	17	20232407	20232409	SPECC1
ENST00000681117	12	124807889	124807891	SCARB1
ENST00000681120	17	653287	653289	VPS53
ENST00000681121	1	109627456	109627458	AMPD2
ENST00000681123	14	102041607	102041609	DYNC1H1
ENST00000681124	1	115286070	115286072	NGF
ENST00000681125	9	35062023	35062025	VCP
ENST00000681128	3	179706935	179706937	USP13
ENST00000681129	20	438586	438588	TBC1D20
ENST00000681130	6	93260745	93260747	EPHA7
ENST00000681131	1	240392518	240392520	FMN2
ENST00000681132	1	109625685	109625687	AMPD2
ENST00000681133	17	601744	601746	VPS53
ENST00000681134	12	112966318	112966320	OAS3
ENST00000681135	9	136512769	136512771	NOTCH1
ENST00000681137	22	21681359	21681361	PPIL2
ENST00000681138	6	157942836	157942838	SNX9
ENST00000681139	2	182723359	182723361	DNAJC10
ENST00000681140	3	12532719	12532721	TSEN2
ENST00000681141	6	73471477	73471479	MTO1
ENST00000681142	15	90811885	90811887	BLM
ENST00000681143	11	74013385	74013387	C2CD3
ENST00000681144	2	201765796	201765798	ALS2
ENST00000681145	13	52019145	52019147	ALG11
ENST00000681146	2	182739554	182739556	DNAJC10
ENST00000681147	12	112941739	112941741	OAS3
ENST00000681149	1	227780671	227780673	SNAP47
ENST00000681152	2	201723031	201723033	ALS2
ENST00000681153	X	31127173	31127175	DMD
ENST00000681154	17	551716	551718	VPS53
ENST00000681156	12	45431286	45431288	ANO6
ENST00000681157	11	60292242	60292244	MS4A4A
ENST00000681158	11	9145719	9145721	DENND5A
ENST00000681160	17	519128	519130	VPS53
ENST00000681161	17	81844012	81844014	P4HB
ENST00000681162	2	113218505	113218507	PAX8
ENST00000681163	10	89421487	89421489	IFIT5
ENST00000681164	11	96353646	96353648	CCDC82
ENST00000681165	6	73471477	73471479	MTO1
ENST00000681168	5	179728642	179728644	CANX
ENST00000681169	1	161819803	161819805	ATF6
ENST00000681170	19	15403539	15403541	AKAP8L
ENST00000681172	12	103937719	103937721	HSP90B1
ENST00000681174	12	103931637	103931639	HSP90B1
ENST00000681175	20	58993900	58993902	CTSZ
ENST00000681178	10	89340126	89340128	IFIT3
ENST00000681180	11	315111	315113	IFITM1
ENST00000681181	1	109625685	109625687	AMPD2
ENST00000681183	6	157941292	157941294	SNX9
ENST00000681186	6	157942804	157942806	SNX9
ENST00000681188	11	61330157	61330159	DDB1
ENST00000681189	X	120538366	120538368	CUL4B
ENST00000681190	1	201052782	201052784	CACNA1S
ENST00000681191	21	41458756	41458758	MX1
ENST00000681192	5	62389010	62389012	DIMT1
ENST00000681195	14	96881206	96881208	VRK1
ENST00000681198	11	319960	319962	IFITM3
ENST00000681200	11	96358572	96358574	CCDC82
ENST00000681201	X	135965175	135965177	MMGT1
ENST00000681202	17	20232407	20232409	SPECC1
ENST00000681203	11	9139671	9139673	DENND5A
ENST00000681204	6	73500585	73500587	MTO1
ENST00000681206	X	120526761	120526763	CUL4B
ENST00000681207	10	89340126	89340128	IFIT3
ENST00000681208	13	36952591	36952593	ALG5
ENST00000681209	1	75732870	75732872	ACADM
ENST00000681210	1	240474152	240474154	FMN2
ENST00000681211	11	309163	309165	IFITM2
ENST00000681213	7	122076489	122076491	AASS
ENST00000681214	13	36993642	36993644	ALG5
ENST00000681216	7	92092688	92092690	AKAP9
ENST00000681218	1	109625685	109625687	AMPD2
ENST00000681219	16	30024225	30024227	C16orf92
ENST00000681220	12	84864973	84864975	SLC6A15
ENST00000681221	11	78102894	78102896	ALG8
ENST00000681223	7	106258837	106258839	NAMPT
ENST00000681225	11	78100964	78100966	ALG8
ENST00000681227	3	12529782	12529784	TSEN2
ENST00000681228	12	112919551	112919553	OAS1
ENST00000681229	17	653372	653374	VPS53
ENST00000681230	1	32204612	32204614	CCDC28B
ENST00000681231	6	13599174	13599176	SIRT5
ENST00000681232	11	62888691	62888693	SLC3A2
ENST00000681235	1	154602242	154602244	ADAR
ENST00000681237	7	22977411	22977413	HYCC1
ENST00000681239	15	67190534	67190536	SMAD3
ENST00000681240	5	132483951	132483953	IRF1
ENST00000681241	18	34884743	34884745	DTNA
ENST00000681242	1	227767540	227767542	SNAP47
ENST00000681243	6	13600908	13600910	SIRT5
ENST00000681246	1	109625794	109625796	AMPD2
ENST00000681247	3	94036655	94036657	ARL13B
ENST00000681248	13	51364280	51364282	SERPINE3
ENST00000681249	14	96881206	96881208	VRK1
ENST00000681250	2	201725420	201725422	ALS2
ENST00000681251	11	76997218	76997220	ACER3
ENST00000681253	X	120526761	120526763	CUL4B
ENST00000681254	6	73471477	73471479	MTO1
ENST00000681255	7	106251083	106251085	NAMPT
ENST00000681256	2	201738679	201738681	ALS2
ENST00000681257	11	76998791	76998793	ACER3
ENST00000681261	5	178254984	178254986	COL23A1
ENST00000681262	3	179795683	179795685	USP13
ENST00000681265	5	179728604	179728606	CANX
ENST00000681266	21	41458756	41458758	MX1
ENST00000681267	6	73481037	73481039	MTO1
ENST00000681268	3	12506782	12506784	TSEN2
ENST00000681269	1	230703141	230703143	AGT
ENST00000681271	5	75360340	75360342	HMGCR
ENST00000681272	5	62389010	62389012	DIMT1
ENST00000681273	7	18666525	18666527	HDAC9
ENST00000681274	18	34866159	34866161	DTNA
ENST00000681275	11	60937550	60937552	SLC15A3
ENST00000681277	10	89340126	89340128	IFIT3
ENST00000681280	1	89057975	89057977	GBP1
ENST00000681281	12	84885400	84885402	SLC6A15
ENST00000681282	17	75521833	75521835	TSEN54
ENST00000681283	14	102039080	102039082	DYNC1H1
ENST00000681285	1	223222192	223222194	SUSD4
ENST00000681288	11	60308176	60308178	MS4A4A
ENST00000681290	5	13691984	13691986	DNAH5
ENST00000681291	11	74139764	74139766	C2CD3
ENST00000681292	2	222922752	222922754	ACSL3
ENST00000681294	6	73480049	73480051	MTO1
ENST00000681295	17	674854	674856	VPS53
ENST00000681299	3	179707817	179707819	USP13
ENST00000681302	19	36092733	36092735	WDR62
ENST00000681303	2	201723031	201723033	ALS2
ENST00000681304	11	320302	320304	IFITM3
ENST00000681305	1	223222192	223222194	SUSD4
ENST00000681306	9	2653866	2653868	VLDLR
ENST00000681308	10	87789086	87789088	ATAD1
ENST00000681310	11	74034598	74034600	C2CD3
ENST00000681311	14	102024342	102024344	DYNC1H1
ENST00000681312	2	201760803	201760805	ALS2
ENST00000681313	2	127867262	127867264	AMMECR1L
ENST00000681314	7	122098795	122098797	AASS
ENST00000681316	11	112062533	112062535	DLAT
ENST00000681317	17	518432	518434	VPS53
ENST00000681318	7	122085635	122085637	AASS
ENST00000681320	3	48564406	48564408	COL7A1
ENST00000681322	11	82843227	82843229	PRCP
ENST00000681323	14	33758782	33758784	NPAS3
ENST00000681325	9	129095397	129095399	CRAT
ENST00000681327	15	82681565	82681567	AP3B2
ENST00000681328	11	112062533	112062535	DLAT
ENST00000681330	9	97037903	97037905	CTSV
ENST00000681333	X	120543932	120543934	CUL4B
ENST00000681334	X	31195565	31195567	DMD
ENST00000681335	9	35057117	35057119	VCP
ENST00000681336	5	132483951	132483953	IRF1
ENST00000681337	6	73481037	73481039	MTO1
ENST00000681338	22	21696901	21696903	PPIL2
ENST00000681339	11	112062533	112062535	DLAT
ENST00000681340	6	135285645	135285647	AHI1
ENST00000681343	3	12531702	12531704	TSEN2
ENST00000681344	14	96881206	96881208	VRK1
ENST00000681345	11	74161517	74161519	C2CD3
ENST00000681346	12	112969751	112969753	OAS3
ENST00000681348	10	89418646	89418648	IFIT5
ENST00000681351	11	78106886	78106888	ALG8
ENST00000681354	11	76976297	76976299	ACER3
ENST00000681355	14	96881206	96881208	VRK1
ENST00000681360	20	59006465	59006467	CTSZ
ENST00000681361	1	75732866	75732868	ACADM
ENST00000681362	3	179765697	179765699	USP13
ENST00000681363	14	96874321	96874323	VRK1
ENST00000681365	6	135285645	135285647	AHI1
ENST00000681367	3	128912522	128912524	ACAD9
ENST00000681375	11	76868230	76868232	ACER3
ENST00000681376	10	89340126	89340128	IFIT3
ENST00000681379	4	155949956	155949958	CTSO
ENST00000681380	3	94053261	94053263	ARL13B
ENST00000681383	2	222941652	222941654	ACSL3
ENST00000681384	11	78106921	78106923	ALG8
ENST00000681385	11	74139764	74139766	C2CD3
ENST00000681387	7	122082877	122082879	AASS
ENST00000681391	7	106265153	106265155	NAMPT
ENST00000681393	5	62401230	62401232	DIMT1
ENST00000681394	22	21686928	21686930	PPIL2
ENST00000681395	12	110626406	110626408	TCTN1
ENST00000681397	15	64156023	64156025	PPIB
ENST00000681398	5	179708251	179708253	CANX
ENST00000681399	20	48951361	48951363	ARFGEF2
ENST00000681400	14	55352524	55352526	FBXO34
ENST00000681402	7	22978312	22978314	HYCC1
ENST00000681404	1	223229328	223229330	SUSD4
ENST00000681406	11	60308176	60308178	MS4A4A
ENST00000681407	11	64765818	64765820	SF1
ENST00000681408	X	68048424	68048426	OPHN1
ENST00000681410	5	75360340	75360342	HMGCR
ENST00000681411	11	77015119	77015121	ACER3
ENST00000681412	7	92108717	92108719	AKAP9
ENST00000681413	17	42615039	42615041	TUBG1
ENST00000681414	20	438586	438588	TBC1D20
ENST00000681415	21	41458756	41458758	MX1
ENST00000681416	20	58994198	58994200	CTSZ
ENST00000681417	11	78100964	78100966	ALG8
ENST00000681419	14	96876141	96876143	VRK1
ENST00000681420	17	81845223	81845225	P4HB
ENST00000681422	10	89418646	89418648	IFIT5
ENST00000681423	17	697226	697228	VPS53
ENST00000681426	11	315111	315113	IFITM1
ENST00000681427	20	59001569	59001571	CTSZ
ENST00000681430	1	75750851	75750853	ACADM
ENST00000681431	5	179707168	179707170	CANX
ENST00000681432	11	82824906	82824908	PRCP
ENST00000681433	3	12529782	12529784	TSEN2
ENST00000681434	7	122098795	122098797	AASS
ENST00000681435	6	30724395	30724397	TUBB
ENST00000681437	12	110628117	110628119	TCTN1
ENST00000681438	6	73479773	73479775	MTO1
ENST00000681439	6	37642012	37642014	MDGA1
ENST00000681440	5	36683960	36683962	SLC1A3
ENST00000681441	20	441847	441849	TBC1D20
ENST00000681443	8	141431042	141431044	PTP4A3
ENST00000681444	1	150733046	150733048	CTSS
ENST00000681446	1	75734817	75734819	ACADM
ENST00000681447	1	227780671	227780673	SNAP47
ENST00000681449	2	177538193	177538195	AGPS
ENST00000681450	1	75732866	75732868	ACADM
ENST00000681451	11	96358620	96358622	CCDC82
ENST00000681454	9	136519544	136519546	NOTCH1
ENST00000681456	7	106270252	106270254	NAMPT
ENST00000681458	5	132486563	132486565	IRF1
ENST00000681459	19	15398662	15398664	AKAP8L
ENST00000681462	5	132484436	132484438	IRF1
ENST00000681463	2	37107273	37107275	EIF2AK2
ENST00000681467	11	62888691	62888693	SLC3A2
ENST00000681470	18	34884743	34884745	DTNA
ENST00000681471	3	12532719	12532721	TSEN2
ENST00000681472	6	37646372	37646374	MDGA1
ENST00000681473	1	13062204	13062206	HNRNPCL3
ENST00000681474	14	96876047	96876049	VRK1
ENST00000681476	5	179728642	179728644	CANX
ENST00000681477	6	135455865	135455867	AHI1
ENST00000681478	17	696930	696932	VPS53
ENST00000681479	19	6161231	6161233	ACSBG2
ENST00000681480	5	36680491	36680493	SLC1A3
ENST00000681482	3	12532719	12532721	TSEN2
ENST00000681483	2	165890552	165890554	TTC21B
ENST00000681484	4	26431005	26431007	RBPJ
ENST00000681488	6	135427283	135427285	AHI1
ENST00000681489	11	78100964	78100966	ALG8
ENST00000681491	7	106251083	106251085	NAMPT
ENST00000681492	1	161958652	161958654	ATF6
ENST00000681493	14	96881206	96881208	VRK1
ENST00000681494	7	106270102	106270104	NAMPT
ENST00000681495	2	201701851	201701853	ALS2
ENST00000681496	1	109625685	109625687	AMPD2
ENST00000681497	12	112969971	112969973	OAS3
ENST00000681498	5	134573945	134573947	JADE2
ENST00000681500	6	73500733	73500735	MTO1
ENST00000681501	1	78641523	78641525	IFI44L
ENST00000681502	2	165937055	165937057	TTC21B
ENST00000681504	5	179723679	179723681	CANX
ENST00000681505	12	112916511	112916513	OAS1
ENST00000681506	4	26408088	26408090	RBPJ
ENST00000681507	2	37107273	37107275	EIF2AK2
ENST00000681509	6	73482044	73482046	MTO1
ENST00000681510	17	519128	519130	VPS53
ENST00000681511	7	122082877	122082879	AASS
ENST00000681512	11	65881497	65881499	CTSW
ENST00000681514	1	230703141	230703143	AGT
ENST00000681515	17	81855278	81855279	P4HB
ENST00000681515	17	81860327	81860327	P4HB
ENST00000681516	2	37107273	37107275	EIF2AK2
ENST00000681518	9	2653866	2653868	VLDLR
ENST00000681519	1	197442416	197442418	CRB1
ENST00000681521	18	33746593	33746595	ASXL3
ENST00000681522	6	135285645	135285647	AHI1
ENST00000681523	1	156594082	156594084	NAXE
ENST00000681524	14	96856551	96856553	VRK1
ENST00000681525	19	6190655	6190657	ACSBG2
ENST00000681526	19	8062223	8062225	CCL25
ENST00000681528	4	3240057	3240059	HTT
ENST00000681531	1	33864750	33864752	HMGB4
ENST00000681532	6	93260745	93260747	EPHA7
ENST00000681534	6	157941396	157941398	SNX9
ENST00000681535	14	74678184	74678186	AREL1
ENST00000681536	14	102014032	102014034	DYNC1H1
ENST00000681537	9	35057136	35057138	VCP
ENST00000681538	14	96858967	96858969	VRK1
ENST00000681539	20	438586	438588	TBC1D20
ENST00000681541	1	161958652	161958654	ATF6
ENST00000681542	19	36075097	36075099	WDR62
ENST00000681545	17	20247247	20247249	SPECC1
ENST00000681547	5	134579315	134579317	JADE2
ENST00000681548	1	75732866	75732868	ACADM
ENST00000681549	2	127865954	127865956	AMMECR1L
ENST00000681550	7	106251083	106251085	NAMPT
ENST00000681551	20	438586	438588	TBC1D20
ENST00000681552	3	128912522	128912524	ACAD9
ENST00000681557	1	161781949	161781951	ATF6
ENST00000681558	2	201701851	201701853	ALS2
ENST00000681559	1	111760863	111760865	DDX20
ENST00000681560	3	179745002	179745004	USP13
ENST00000681564	17	20306116	20306118	SPECC1
ENST00000681565	2	177464748	177464750	AGPS
ENST00000681566	17	81846985	81846987	P4HB
ENST00000681567	5	75344657	75344659	HMGCR
ENST00000681569	11	62888691	62888693	SLC3A2
ENST00000681572	12	112947967	112947969	OAS3
ENST00000681574	14	102050403	102050405	DYNC1H1
ENST00000681575	11	78100964	78100966	ALG8
ENST00000681576	5	179710021	179710023	CANX
ENST00000681577	11	314700	314702	IFITM1
ENST00000681579	6	73482503	73482505	MTO1
ENST00000681581	13	36967736	36967738	ALG5
ENST00000681583	3	128912605	128912607	ACAD9
ENST00000681585	3	128908993	128908995	ACAD9
ENST00000681586	5	69553669	69553671	OCLN
ENST00000681588	5	69514040	69514042	OCLN
ENST00000681590	12	121031573	121031575	OASL
ENST00000681592	11	82824906	82824908	PRCP
ENST00000681593	17	20236879	20236881	SPECC1
ENST00000681594	12	112961185	112961187	OAS3
ENST00000681595	5	132485669	132485671	IRF1
ENST00000681596	6	135490611	135490613	AHI1
ENST00000681598	14	96852864	96852866	VRK1
ENST00000681599	14	74663720	74663722	AREL1
ENST00000681601	21	14108993	14108995	LIPI
ENST00000681602	10	87778721	87778723	ATAD1
ENST00000681604	12	110616306	110616308	TCTN1
ENST00000681605	1	186678390	186678392	PTGS2
ENST00000681606	2	165892976	165892978	TTC21B
ENST00000681607	21	41458756	41458758	MX1
ENST00000681609	11	74118316	74118318	C2CD3
ENST00000681610	6	73492255	73492257	MTO1
ENST00000681611	6	99400274	99400276	PNISR
ENST00000681613	1	78641807	78641809	IFI44L
ENST00000681615	6	99400281	99400283	PNISR
ENST00000681616	1	75732866	75732868	ACADM
ENST00000681617	1	100196255	100196257	DBT
ENST00000681618	9	2653866	2653868	VLDLR
ENST00000681619	2	201701851	201701853	ALS2
ENST00000681620	6	73480699	73480701	MTO1
ENST00000681621	1	75734817	75734819	ACADM
ENST00000681622	9	129109182	129109184	CRAT
ENST00000681624	6	73466222	73466224	MTO1
ENST00000681625	19	36099544	36099546	WDR62
ENST00000681626	7	122079249	122079251	AASS
ENST00000681627	9	129095397	129095399	CRAT
ENST00000681629	10	87759784	87759786	ATAD1
ENST00000681630	3	179784139	179784141	USP13
ENST00000681636	20	438586	438588	TBC1D20
ENST00000681637	11	82824906	82824908	PRCP
ENST00000681638	11	112028961	112028963	DLAT
ENST00000681641	5	154051823	154051825	MFAP3
ENST00000681644	9	2639859	2639861	VLDLR
ENST00000681649	3	179721436	179721438	USP13
ENST00000681650	11	57661434	57661436	CLP1
ENST00000681651	6	157876235	157876237	SNX9
ENST00000681652	X	120526761	120526763	CUL4B
ENST00000681653	7	106263588	106263590	NAMPT
ENST00000681655	3	94053261	94053263	ARL13B
ENST00000681656	20	48976043	48976045	ARFGEF2
ENST00000681657	11	62888691	62888693	SLC3A2
ENST00000681658	15	64156023	64156025	PPIB
ENST00000681659	10	49458815	49458817	ERCC6
ENST00000681661	17	623630	623632	VPS53
ENST00000681664	20	58997932	58997934	CTSZ
ENST00000681668	14	101996811	101996813	DYNC1H1
ENST00000681669	1	223222192	223222194	SUSD4
ENST00000681670	6	135315906	135315908	AHI1
ENST00000681671	21	41458756	41458758	MX1
ENST00000681672	5	62390979	62390981	DIMT1
ENST00000681674	5	179728642	179728644	CANX
ENST00000681676	3	12532719	12532721	TSEN2
ENST00000681677	14	96853103	96853105	VRK1
ENST00000681678	1	227766968	227766970	SNAP47
